id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7255073,Cozy apartment in a calm area with a hot tub,37985922,Nour,,Farsta,59.27245418028452,18.06943293159992,Entire home/apt,1200,20,0,,,2,61,0,
7256608,Room 5 minutes from Sthlm City,37992742,Carina,,Östermalms,59.38327,18.03359,Private room,675,1,11,2019-05-31,0.13,1,252,0,
7267589,Grand topfloor apartment for families,38053364,Christina,,Södermalms,59.31148,18.06115,Entire home/apt,2200,2,15,2022-07-25,0.20,1,0,1,
7268922,"Ljus och fin 2,5 mitt på Södermalm",18035423,Karin,,Södermalms,59.31256,18.06967,Entire home/apt,1198,5,66,2018-10-09,0.76,1,0,0,
7276305,"5 rok radhus, Rum uthyres omg!!",32583482,Patrick,,Hägersten-Liljeholmens,59.29859,17.94788,Private room,3200,1,0,,,1,0,0,
7318564,Amazing loft in central Stockholm!,38340210,David,,Norrmalms,59.34587,18.05692,Entire home/apt,500,200,7,2020-12-02,0.08,1,55,0,
7353899,Bright Hornstull apartment,38485442,Agnes,,Södermalms,59.31614,18.02916,Entire home/apt,900,3,75,2022-09-16,0.87,1,28,17,
7356836,Stylish family friendly home,8448890,Leah,,Södermalms,59.31228,18.06361,Entire home/apt,1500,3,27,2022-07-13,0.31,1,0,5,
7363133,Liten pärla centralt nära grönska,4715080,Ingela,,Södermalms,59.30646,18.06912,Private room,575,2,20,2019-11-11,0.23,1,0,0,
7389104,East/West  two beds in 34m2？,10682075,Shintaro,,Södermalms,59.31786,18.05393,Entire home/apt,949,2,266,2022-09-08,3.07,1,5,51,
7392179,Apartment in city center,1724291,Arvin,,Norrmalms,59.34018,18.05005,Entire home/apt,427,1,39,2019-08-05,0.45,1,0,0,
7405601,"""Like staying at a friends place"" 1 min to subway",6275222,Amanda,,Södermalms,59.30902,18.07528,Entire home/apt,650,3,39,2022-05-23,0.74,1,0,4,
7434829,Spacious and nice in trendy area on Södermalm,29120871,Carolina,,Södermalms,59.31918,18.05715,Entire home/apt,432,2,4,2021-08-01,0.05,1,0,0,
7437551,Studio Apartment in safe area,15132640,Tomas,,Spånga-Tensta,59.37266,17.90102,Entire home/apt,213,28,37,2022-08-31,0.55,1,234,5,
7452173,SoFo Grand Penthouse (160sqm),37459155,Niklas&Victoria,,Södermalms,59.31193,18.07814,Entire home/apt,3800,4,34,2022-08-14,0.39,1,10,4,
7506594,Perfect city center location (Odenplan)!,39324925,Beth,,Norrmalms,59.34016,18.04812,Entire home/apt,134,1,110,2020-12-03,1.27,1,0,0,
7525658,Cosy Island Hideaway,1178958,Willow,,Östermalms,59.37443,18.08758,Entire home/apt,471,2,38,2022-09-19,0.44,3,84,8,
7540675,Room in a shared apartment in Stockholm,38668112,Younes,,Bromma,59.34261,17.88274,Private room,170,3,17,2022-01-16,0.22,1,327,1,
7564704,"Lovely family house, great location",27488662,Jangiz,,Hägersten-Liljeholmens,59.2939,17.95024,Entire home/apt,4500,5,53,2022-08-13,0.62,1,365,8,
7590169,Modern house with great view,2753036,Torbjorn,,Hägersten-Liljeholmens,59.30954,18.00213,Entire home/apt,2076,7,41,2020-03-16,0.50,1,40,0,
7616523,Habitacion privada cerca de Aviici Arena,4622176,Zarah,,Farsta,59.25239,18.09305,Private room,257,1,77,2022-08-05,0.89,1,11,11,
7633885,Nice apartment in Södermalm,40047642,Hugo,,Södermalms,59.30802,18.06781,Entire home/apt,1450,2,45,2019-12-29,0.52,1,318,0,
7649140,Artistic city apartment,40100714,Kristofffer,,Kungsholmens,59.33191,17.99971,Entire home/apt,546,6,7,2021-11-30,0.08,1,236,1,
7669209,Mysig lägenhet 10 minuter till Södermalm,40265085,Erik,,Enskede-Årsta-Vantörs,59.29963,18.06054,Entire home/apt,5000,2,28,2020-01-30,0.45,1,145,0,
7720684,Attic,36105326,Nicki,,Bromma,59.36659,17.96204,Entire home/apt,1639,3,0,,,1,363,0,
7722957,Stockholms finaste kvarter,40578240,Anna,,Östermalms,59.33625,18.08311,Private room,860,2,218,2022-09-02,2.52,1,9,15,
7736939,Spacious modern villa in Stockholm,2485251,Diana,,Älvsjö,59.28713,17.99436,Entire home/apt,2500,14,30,2020-02-22,0.37,1,68,0,
7740491,Cosy flat for a perfect weekend,17314060,Ricardo,,Skarpnäcks,59.2978,18.10584,Entire home/apt,983,2,4,2019-11-11,0.05,1,0,0,
7804221,2 room apt in the heart of Sthlm,10275520,Andrés,,Kungsholmens,59.33409,18.01173,Entire home/apt,1100,5,32,2022-04-15,0.37,1,328,3,
7829569,"Quiet & central, near nightlife",268582880,Martha,,Södermalms,59.3087,18.07283,Entire home/apt,500,14,93,2022-08-25,1.08,1,0,7,
7852883,Luxury sea view House 7 min fr city,41381629,Daniel,,Östermalms,59.38118,18.06041,Entire home/apt,4807,4,3,2017-07-01,0.04,1,203,0,
7923162,Charming room  center of Stockholm,40673767,Sofia,,Norrmalms,59.34121,18.03463,Private room,895,2,65,2022-09-21,0.88,1,107,4,
8022182,Modern living and stunning view,8950454,Kitty,,Bromma,59.3414,17.88081,Entire home/apt,750,7,3,2017-08-08,0.04,1,0,0,
8025265,Large Purple Room Central Stockholm,15009298,Julia,,Östermalms,59.35048,18.0607,Private room,500,2,35,2018-04-27,0.41,2,0,0,
8031404,Gavelhus på Rottnerosbacken,4940797,Anna,,Farsta,59.24839,18.08477,Entire home/apt,1300,4,0,,,1,22,0,
8044452,Top Modern apt in the middle of Stockholm City,41359832,Fia,,Norrmalms,59.33517,18.06689,Private room,1420,180,22,2019-08-28,0.28,1,1,0,
8141428,House close to both city and nature,41799219,Fredrik,,Skarpnäcks,59.27464,18.11547,Entire home/apt,1200,6,32,2022-08-26,0.42,1,0,7,
8195903,Mysig lägenhet i hjärtat av Söder,38665479,Cilla,,Södermalms,59.31498,18.09054,Entire home/apt,1300,2,64,2020-01-26,0.75,1,25,0,
8246489,Charmig lägenhet på heta Hornstull,21086748,Morgan,,Södermalms,59.31968,18.03455,Entire home/apt,895,4,10,2022-08-26,0.15,1,1,3,
8265116,A lovely room is ready to welcome you.,40987421,Faraz,,Spånga-Tensta,59.39057,17.9079,Private room,300,1,0,,,1,207,0,
8317382,Liten lägenhet i vårt hus,5035393,Tomas,,Farsta,59.22939,18.07773,Private room,600,2,79,2022-08-16,1.03,2,236,11,
8321365,"Stunning view, beaches, central & kids friendly",34018543,DJuliette,,Kungsholmens,59.33945,18.01165,Private room,2731,3,32,2022-08-06,0.37,2,364,1,
8363979,"Stunning view, beaches,central familyfriendly home",34018543,DJuliette,,Kungsholmens,59.33929,18.01169,Entire home/apt,3277,2,28,2022-09-21,0.34,2,146,14,
8376464,"Sjöstugan, Stora Mellansjö",27359174,Camilla,,Farsta,59.23106,18.07581,Entire home/apt,2700,1,34,2022-08-21,1.23,1,340,18,
8394112,Apartment in the city of Stockholm,24280742,Sweden_92,,Södermalms,59.30716,18.08036,Entire home/apt,1090,1,44,2022-09-09,0.52,2,332,18,
8406721,"Loft in cosy apartment, Old Town",18574350,Stanley,,Södermalms,59.32482,18.06783,Private room,736,3,166,2022-09-17,1.95,1,41,22,
8425805,Södermalm Stockholm,44372605,Irma,,Södermalms,59.3147,18.04227,Private room,423,3,232,2022-09-20,2.72,1,14,20,
8431994,Island Family House,1178958,Willow,,Östermalms,59.37598,18.08609,Entire home/apt,1114,6,1,2022-07-17,0.43,3,13,1,
8434278,The owls nest in the archipelago,44410607,Eric,,Östermalms,59.37608,18.09398,Entire home/apt,1457,4,1,2022-07-16,0.42,1,363,1,
8443369,Beautiful penthouse,22896980,Kerstin,,Norrmalms,59.34445,18.0439,Entire home/apt,1500,4,34,2022-09-01,0.42,1,199,2,
8510114,"GREAT located/central nice room, trendy Södermalm",44813548,Martin,,Södermalms,59.31746,18.05034,Private room,499,13,34,2022-08-14,0.44,2,236,4,
8544117,26sqm City Central w Queensize bed,44980530,Joel,,Norrmalms,59.34669,18.05485,Entire home/apt,1057,500,2,2015-11-08,0.02,1,365,0,
8558879,Beautiful apartment close to town,41410986,Clare,,Rinkeby-Tensta,59.38465,17.97832,Entire home/apt,1500,10,0,,,1,82,0,
8559978,"Spacious, cozy townhouse close to the city center",45053107,Natalie,,Enskede-Årsta-Vantörs,59.28787,18.09326,Entire home/apt,1150,2,119,2022-09-04,1.45,1,99,10,
8573261,Beautiful 1920s house close to city & inter. fair,17536791,Martin,,Älvsjö,59.28614,18.02512,Entire home/apt,3325,1,23,2022-08-10,0.28,1,354,3,
8577498,"Beautiful house with jacuzzi, close to beach.",25634044,Therese,,Hässelby-Vällingby,59.368,17.82616,Entire home/apt,3200,4,14,2022-08-08,0.17,1,202,4,
8698364,Great Junior 1 bedroom apartment,17371921,Matt,,Kungsholmens,59.33652,18.03047,Entire home/apt,1095,1,44,2022-08-01,0.57,3,283,12,
8714931,Charming apartment Hornstull,37776080,Cecilia,,Södermalms,59.31793,18.03531,Entire home/apt,2500,4,17,2022-08-15,0.21,1,0,4,
8716879,New apartment 10 min from the city center.,3397079,Angélica,,Östermalms,59.358840035076575,18.09264678054605,Entire home/apt,1266,2,12,2022-09-04,0.34,1,96,10,
8727391,Lovely 1 bedroom apartment,6192702,Susanna,,Östermalms,59.34874,18.09791,Entire home/apt,1504,1,386,2022-09-11,4.58,3,313,38,
8750376,Old Town - magnificent duplex,5221733,Helena,,Södermalms,59.32642,18.07043,Entire home/apt,2800,3,103,2020-02-06,1.22,1,3,0,
8873220,"Perfect location, 1 bdr Södermalm",16487180,Johanna,,Södermalms,59.31183,18.07831,Entire home/apt,1300,3,41,2022-08-26,0.51,1,113,4,
8936300,A very central 92 m2 apartment,46720316,Astrid,,Kungsholmens,59.32861,18.02825,Entire home/apt,1700,3,31,2022-07-14,0.37,1,52,2,
9008724,"Apartment in midsommarkransen, Stockholm",34476895,Malin,,Hägersten-Liljeholmens,59.30193,18.01347,Private room,550,2,45,2019-09-11,0.56,1,115,0,
9040921,Bright modern apartment in central Stockholm,19697299,Ebba,,Östermalms,59.34948,18.06202,Entire home/apt,899,3,29,2022-09-01,0.35,1,294,2,
9127269,"Södermalm, lovely view of Stockholm",32777131,Tore,,Södermalms,59.31769,18.05687,Entire home/apt,1850,1,159,2022-08-19,1.89,2,173,23,
9156460,"Central cozy apartment, nice view.",19136737,Silvia,,Östermalms,59.34957,18.0942,Shared room,364,1,10,2016-05-30,0.12,1,0,0,
9223546,Historical Cottage in Kristineberg Castle,47957752,Kimberly,,Kungsholmens,59.33435,18.00489,Entire home/apt,990,3,75,2019-12-21,0.92,1,0,0,
9233181,"Charming, recently renovated house",47994974,Emelie,,Enskede-Årsta-Vantörs,59.27929,18.08308,Entire home/apt,1050,5,7,2022-07-31,0.09,1,0,1,
9243174,Luxury apartment in Stockholm,48039312,Magnus,,Östermalms,59.34045,18.08796,Entire home/apt,3629,2,79,2020-02-08,1.03,1,298,0,
9268145,Cosy 89m2 in SOFO with altana 40m2,48140673,Carl Elon,,Södermalms,59.31438,18.08123,Entire home/apt,4900,7,44,2022-08-22,0.57,1,363,6,
9268164,Newly refurbished in Old Town,48139894,Elisabeth,,Södermalms,59.32508,18.0713,Entire home/apt,2000,3,173,2022-09-15,2.08,1,152,21,
9271383,cosy and colorful apartment,23216819,Ramou,,Rinkeby-Tensta,59.41858,17.91222,Entire home/apt,914,3,46,2022-07-23,0.55,1,238,3,
9380854,One big room in a big nice flat,31717785,Giovanna,,Skarpnäcks,59.28802,18.11356,Private room,440,2,49,2021-09-18,0.59,2,82,0,
9414156,Beautiful 2-room city apartment of 60 sqm,48810564,Oscar,,Östermalms,59.34204,18.08446,Entire home/apt,6000,2,15,2018-07-04,0.24,1,355,0,
9502004,Double studio Solna,26137721,Second Home Apartments,,Norrmalms,59.35422,18.00956,Entire home/apt,1211,3,25,2022-07-07,0.31,11,304,5,
9502950,1 bedroom apartment/Solna,26137721,Second Home Apartments,,Norrmalms,59.35388,18.00957,Entire home/apt,1450,3,26,2022-08-12,0.32,11,359,11,
9527477,Beautiful heirloom apartment,21739281,Caroline,,Södermalms,59.318,18.06321,Entire home/apt,1299,4,31,2020-07-18,0.39,1,0,0,
9552675,"Villa in kid friendly  area,  close to metro",36264420,Sam,,Bromma,59.35131,17.89432,Entire home/apt,1900,4,6,2022-08-06,2.22,1,42,6,
9583149,Soligt vindsrum,3945180,Carin,,Bromma,59.32487,17.94416,Private room,550,7,40,2022-06-04,0.49,3,285,2,
9602219,Nice apartment in Stockholm center,49692706,Sofia,,Kungsholmens,59.33053,18.02762,Entire home/apt,1150,7,6,2018-08-06,0.07,1,346,0,
9611111,Nice room in well-planned apartment,49727779,Nils,,Hägersten-Liljeholmens,59.30934,17.99478,Private room,424,2,53,2022-08-15,0.90,2,236,8,
9612455,Studio house in quiet area,3122568,Sverker,,Östermalms,59.38688,18.03823,Entire home/apt,650,4,6,2022-09-17,0.07,1,56,5,
9701808,Spacious & family friendly,18072325,Elin,,Enskede-Årsta-Vantörs,59.3032,18.03913,Entire home/apt,950,3,20,2022-08-12,0.24,1,0,8,
9702176,Perfectly located villa near beach,25794487,Sören,,Bromma,59.31958,17.96178,Entire home/apt,3400,5,22,2022-08-14,0.29,2,0,2,
9710645,"Apartment on Kungholmen, Stockholm",15418499,Oscar,,Kungsholmens,59.33108,18.0026,Entire home/apt,700,4,21,2022-08-20,0.26,1,25,2,
9790887,Lägenhet på kungsholmsstrand 137,50461262,Nebil,,Kungsholmens,59.33653,18.03022,Entire home/apt,800,90,0,,,1,365,0,
9838907,Cozy room 17m²  near city center,50661263,Marina,,Bromma,59.35995,17.97742,Private room,443,14,59,2022-08-27,0.72,1,1,2,
9954618,Top location in Stockholm,50384333,Carima,,Östermalms,59.33458,18.08692,Entire home/apt,650,100,50,2021-08-28,0.61,1,25,0,
9981086,Cozy & trendy 48 sq. m in SoFo,50888030,Ronja,,Södermalms,59.30861,18.0841,Entire home/apt,1600,4,28,2022-07-24,0.36,1,172,7,
10014343,3 room apartment in Stockholm city,13216215,Nicole,,Södermalms,59.31693,18.04944,Entire home/apt,1657,2,8,2022-08-05,0.10,1,352,1,
10046524,2 room apartment in Sollentuna,51566929,Swaroopa,,Rinkeby-Tensta,59.43259,17.94345,Entire home/apt,531,1,1,2022-09-19,1,1,87,1,
10048295,3 rok 90 kvm på Södermalm i Stockholms city,51574378,Jeanette,,Norrmalms,59.33898,18.03699,Entire home/apt,1750,3,147,2022-08-22,1.79,1,92,14,
10092882,New apt. in center of Stockholm,51790479,Olga,,Södermalms,59.30977,18.08186,Entire home/apt,893,2,458,2022-09-23,5.58,1,144,70,
10096658,Central Hip Stockholm Area Old-Fashioned Apartment,51812650,André,,Södermalms,59.31974,18.03449,Entire home/apt,1202,8,41,2022-06-29,0.50,1,70,7,
10100769,Sunny room next to garden,3945180,Carin,,Bromma,59.32444,17.94607,Private room,750,7,12,2022-08-27,0.16,3,280,3,
10102020,Luxurious loft in trendy Södermalm,4517261,Olof,,Södermalms,59.31844,18.07176,Entire home/apt,1750,2,43,2020-07-26,0.52,1,0,0,
10126623,Lovely home with a swimming pool!,2626332,Martin,,Hägersten-Liljeholmens,59.29355,17.95893,Entire home/apt,3919,4,33,2022-08-07,0.42,1,263,4,
10128038,luxurious living in the city centre,51976843,Deb,,Norrmalms,59.33693,18.06671,Entire home/apt,2325,7,8,2021-01-31,0.10,1,267,0,
10222510,Charming Old Town Studio flat - IRMELI,8547277,Tom,,Södermalms,59.32497,18.07209,Entire home/apt,1378,2,322,2022-09-08,3.98,6,259,56,
10333190,Nice room w. private bathroom,33041499,Karin,,Södermalms,59.30986,18.10551,Private room,408,2,130,2022-09-14,1.66,1,52,16,
10337821,Top floor at Medborgarplatsen,17484647,Simon,,Södermalms,59.31413,18.07578,Entire home/apt,1680,4,47,2022-09-20,0.58,1,310,16,
10353547,"Villa Stockholm, 900 meters to Globe Arena,",5017320,Dan,,Enskede-Årsta-Vantörs,59.28377,18.07964,Entire home/apt,3256,5,30,2022-08-11,0.39,1,55,5,
10435674,Large room with balcony,27434315,Alexander,,Enskede-Årsta-Vantörs,59.29703,18.05029,Private room,1495,1,5,2019-05-05,0.06,1,89,0,
10449055,Saras krypin,53831997,Sara,,Hässelby-Vällingby,59.36922,17.86368,Private room,290,2,12,2022-01-03,0.32,1,16,2,
10495065,"Central 2 room flat with balcony, Kungsholmen",25309624,Erika,,Kungsholmens,59.3268,18.01349,Entire home/apt,900,10,7,2022-09-03,0.14,1,306,5,
10497074,Beautiful apartment down town Sthlm,12508887,Daniel,,Norrmalms,59.338,18.05016,Entire home/apt,3460,4,6,2022-07-25,0.08,1,38,1,
10508633,Quiet green area in Enskede with Forest View,42904920,Soile,,Farsta,59.26732,18.07753,Private room,407,2,22,2020-03-08,0.47,1,72,0,
10579009,Gustavia Apartments Floor 5,34891784,Gustavia,,Södermalms,59.32224,18.07241,Entire home/apt,1350,3,100,2022-08-31,1.23,2,180,21,
10591986,Familjevänlig lägenhet nära naturen,54647264,Johan,,Skarpnäcks,59.28032,18.11773,Entire home/apt,1600,4,2,2018-06-22,0.03,1,10,0,
10603742,Lovely 2bd in woodsy neighborhood.,54712582,Angela,,Hägersten-Liljeholmens,59.29416,17.96412,Private room,320,1,13,2019-09-17,0.16,1,308,0,
10643476,Stockholm (10 min from City Center),54955361,Tina,,Kungsholmens,59.35132,18.00214,Private room,890,1,1,2017-08-26,0.02,1,364,0,
10668557,"Ljus och mysig 1,5 i Årsta Sthlm",29860128,Klara,,Enskede-Årsta-Vantörs,59.30031,18.06217,Entire home/apt,835,2,3,2018-05-07,0.04,1,0,0,
10673822,Barnvänlig lägenhet på Södermalm,55134895,Clara,,Södermalms,59.30768,18.08655,Entire home/apt,2500,4,3,2022-08-07,1.43,1,20,3,
10759255,Exclusive modern apartment on best location,55639207,Axel,,Östermalms,59.33908,18.0847,Entire home/apt,1131,3,19,2022-04-02,0.25,1,6,1,
10806302,Gårdshus i Stocksund,42273285,Per Uno,,Östermalms,59.38463,18.06486,Entire home/apt,750,3,80,2021-05-28,1.02,1,82,0,
10806357,"4,5 room flat in Stockholm,Vasastan",55574628,Malin,,Norrmalms,59.34129,18.02878,Entire home/apt,2100,60,7,2020-01-05,0.09,1,0,0,
10820875,Modern townhouse in Stockholm,8298314,Mikaela,,Skarpnäcks,59.28183,18.11083,Entire home/apt,2200,5,19,2022-08-14,0.25,1,115,6,
10845022,Room on central Södermalm,56169674,Jonatan,,Södermalms,59.30833,18.06592,Private room,459,4,71,2022-08-30,1.39,1,132,21,
10847404,Cosy house close to city center,13088570,Manne,,Enskede-Årsta-Vantörs,59.28403,18.08674,Entire home/apt,3200,3,44,2022-08-15,0.57,1,0,6,
10848621,"1 Bedroom Apartment, Great Location",56182604,Karl,,Östermalms,59.33815,18.07965,Entire home/apt,1350,6,11,2022-08-03,0.14,1,4,4,
10925354,Villa with pool close to Stockholm City,56633409,Tobias,,Enskede-Årsta-Vantörs,59.28535,18.08417,Entire home/apt,7000,4,36,2022-08-29,0.48,1,0,5,
10935307,Lovely sunny house near Stockholm C,37339398,Hanna,,Spånga-Tensta,59.37251,17.92467,Entire home/apt,2731,5,14,2022-08-20,0.19,1,328,2,
10936233,Sunny spacious house with pool,55386343,Ulf,,Östermalms,59.39283,18.07985,Entire home/apt,3277,14,15,2022-07-06,0.20,1,362,3,
10936493,Mysigt rum i villa i Sollentuna,56700097,Tina,,Rinkeby-Tensta,59.4407,17.92941,Private room,328,2,35,2022-09-19,0.48,1,6,3,
10955758,"Private room, close to everything! Women only!!!!",56823785,Ewa,,Rinkeby-Tensta,59.4096,17.97545,Private room,450,2,21,2022-09-23,0.28,1,244,8,
10985495,Central cozy and luxurious,33826854,A & E,,Kungsholmens,59.33956,18.00262,Private room,1500,1,2,2016-06-19,0.03,1,0,0,
11001539,Cool and hormoni.,57088351,Nasim,,Bromma,59.36652,17.94817,Private room,710,2,60,2022-07-25,0.77,1,358,2,
11001675,Hörnlägenhet med två balkonger,3321577,Kajsa,,Skarpnäcks,59.29774,18.09927,Entire home/apt,800,5,7,2016-09-13,0.09,1,0,0,
11004612,Exklusiv och lyxig nybyggd lägenhet,57104666,Niklas,,Östermalms,59.36142,18.12218,Entire home/apt,1500,10,1,2016-06-05,0.01,1,323,0,
11109733,City Location With Courtyard Access,57713180,Katja,,Norrmalms,59.33732,18.0497,Entire home/apt,3200,4,35,2022-08-26,0.46,1,98,9,
11122519,Unikt läge i Stockholm! Lugnt och nära till allt!,57790196,Christian,,Kungsholmens,59.3298,18.04492,Entire home/apt,3500,2,23,2022-09-19,0.31,1,232,11,
11128397,Lovely home close to Stockholm Fair & city centre.,34457204,Birgitta,,Enskede-Årsta-Vantörs,59.28345,18.04256,Entire home/apt,755,3,7,2022-08-21,0.09,1,137,2,
11215840,Charming 2 room apartment Södermalm,58430634,Katarina,,Södermalms,59.3092,18.07045,Entire home/apt,650,6,12,2021-07-18,0.15,2,0,0,
11241277,Clean and Relaxing apt. amazing view Stockholm,87490,Mizgin,,Hägersten-Liljeholmens,59.3097,18.01232,Entire home/apt,1264,2,4,2022-09-09,0.11,1,255,2,
11265066,Nice apartment in quiet area!,11896387,Disa,,Enskede-Årsta-Vantörs,59.28637,18.09779,Entire home/apt,1100,4,22,2022-08-11,0.29,1,0,7,
11286566,150 m2 with incredible view over Stockholm inlet,58967674,Shakila,,Södermalms,59.30921,18.11775,Entire home/apt,2200,29,24,2022-08-25,0.32,1,364,1,
11298952,Private house close to Sthlm city,23125627,Mikael,,Östermalms,59.36142,18.12549,Entire home/apt,1490,7,33,2022-09-19,0.44,1,1,10,
11353250,Cozy and light room,1724256,Armin,,Rinkeby-Tensta,59.39756,17.93811,Private room,500,90,5,2022-03-31,0.06,4,267,1,
11367002,Share apartment close to city,4964311,Sandra,,Enskede-Årsta-Vantörs,59.29956,18.07609,Shared room,560,2,22,2022-08-26,0.28,1,0,7,
11374367,Modern .,59621138,Natalia,,Hägersten-Liljeholmens,59.28199,17.96046,Private room,700,1,0,,,2,0,0,
11384204,Stockholm - Child-friendly townhouse,59699325,Robert,,Hässelby-Vällingby,59.3748,17.81851,Entire home/apt,990,2,10,2018-07-24,0.13,1,0,0,
11426663,Room in a modern house in a nice area,7712898,Stefanie,,Rinkeby-Tensta,59.38628,17.98171,Private room,660,1,6,2022-09-04,0.09,1,364,3,
11436183,Kungsholmen - 2 rok,6592625,Sanna,,Kungsholmens,59.32825,18.04599,Entire home/apt,571,1,1,2016-03-30,0.01,2,0,0,
11475311,Beautiful room in the heart of Sthlm,60382217,Maria,,Norrmalms,59.33797,18.05992,Private room,495,30,28,2022-08-31,0.35,1,2,2,
11508204,Natur och miljö med sjö & parken i stan .,59621138,Natalia,,Hägersten-Liljeholmens,59.28354,17.95932,Private room,700,1,1,2018-05-26,0.02,2,363,0,
11509509,Perfect apartement for families,59705124,Esbjörn,,Norrmalms,59.33822,18.04569,Entire home/apt,2043,6,17,2022-08-03,0.22,1,42,9,
11522279,Bright room in central Aspudden,60747298,Myrtha,,Hägersten-Liljeholmens,59.30524,18.00179,Private room,450,1,15,2022-08-23,0.23,1,63,6,
11564969,"A Unique City Penthouse with View , Terrace&Tower",61089267,Eva,,Östermalms,59.34421,18.08019,Private room,950,120,13,2018-04-03,0.17,1,142,0,
11565431,Studio in the heart of Södermalm!,15984526,Sofie,,Södermalms,59.31309,18.08232,Entire home/apt,1200,1,5,2019-07-22,0.06,1,327,0,
11582170,Romantic one bedroom apartment: Charm,31783855,Residence,,Södermalms,59.32531,18.07329,Entire home/apt,1800,2,43,2022-09-06,0.58,8,246,19,
11668896,Charmigt gårdshus med loft,61949662,Malin,,Älvsjö,59.27576,17.94563,Entire home/apt,700,5,27,2022-08-30,0.35,1,208,7,
11716750,Nice house with pool near the city,62297259,Charlotte,,Skarpnäcks,59.27754,18.11499,Entire home/apt,2500,7,9,2019-07-19,0.12,1,0,0,
11757293,Central modern 1 bedroom apartment!,62560122,Hanna,,Hägersten-Liljeholmens,59.29942,18.00219,Entire home/apt,425,3,8,2017-09-21,0.10,1,0,0,
11764629,"Spacious, bright, freshly renovated room",1724256,Armin,,Rinkeby-Tensta,59.3975,17.93991,Private room,500,30,0,,,4,85,0,
11891173,Fin lägenhet på Södermalm - 8 pers,63412889,Annette,,Södermalms,59.31045,18.06407,Entire home/apt,795,1,55,2019-11-30,0.71,1,331,0,
11907545,"Fräscht parhus med gott om plats, solig uteplats",63520704,Åsa,,Älvsjö,59.25976,17.96042,Entire home/apt,2500,5,5,2019-12-23,0.12,1,90,0,
11914912,Charming apartment in Södermalm,6290283,Lina,,Södermalms,59.31176,18.05942,Entire home/apt,900,4,30,2022-01-03,0.38,1,0,2,
11960750,A cozy one room apartment in central Stockholm,63879185,Minna,,Kungsholmens,59.33491,18.02309,Entire home/apt,900,3,46,2022-09-05,0.60,1,26,12,
11996370,Comfortable room in Vasastan.,21407837,Fredrik,,Norrmalms,59.34129,18.05918,Private room,390,4,7,2022-08-10,0.10,2,0,1,
11998797,"Accomodation in Stockholm, Gamla Enskede",29847054,Maria,,Enskede-Årsta-Vantörs,59.28035,18.0883,Entire home/apt,2034,1,15,2022-09-18,3.33,1,35,15,
12046135,Mysigt sovrum 18 min till City,17865870,Jojo,,Hägersten-Liljeholmens,59.31532,18.01162,Private room,500,3,68,2022-09-19,0.88,1,358,3,
12062078,Unique seaside lot close to Sthlm,16781475,Titti,,Östermalms,59.37451,18.08983,Entire home/apt,4500,7,3,2022-08-01,0.04,2,77,2,
12107459,Funkishus (anno 1939) med barnvänlig trädgård,12948922,Per & Sandra,,Enskede-Årsta-Vantörs,59.24298,18.01201,Entire home/apt,1300,6,1,2018-08-01,0.02,1,0,0,
12148806,Budget Bedroom Sandsborg Guesthouse  City close,65225221,Eva,,Enskede-Årsta-Vantörs,59.28522,18.09285,Private room,350,30,52,2022-07-23,0.77,2,61,3,
12189161,Top floor with sea view - Close to Everything!,65179917,Teresa,,Kungsholmens,59.32907,18.03532,Private room,1000,3,7,2017-09-05,0.09,1,232,0,
12206219,Lovely house close to Globen!,65638565,Jerker,,Enskede-Årsta-Vantörs,59.28333,18.06856,Entire home/apt,5189,7,25,2022-08-14,0.32,1,129,1,
12226100,Charm in the heart of Södermalm!,27588271,Fredrik,,Södermalms,59.31865,18.06107,Entire home/apt,2074,4,23,2022-09-24,0.30,1,23,7,
12240824,Dreamy apartment in the older parts of Stockholm,65877763,Leonard,,Södermalms,59.31986,18.06524,Entire home/apt,1500,6,23,2022-08-29,0.30,1,5,4,
12249965,Excellent living in trendiest area!,11211418,Alexandra,,Södermalms,59.31937,18.03448,Entire home/apt,1600,3,27,2021-10-24,0.35,1,133,1,
12272399,Cozy studio - best location inSOFO,1436617,Anna,,Södermalms,59.30997,18.07997,Entire home/apt,1200,180,21,2017-10-15,0.27,1,0,0,
12315671,Charming and clean family house!,11473597,Karin,,Farsta,59.27431,18.0745,Entire home/apt,2500,4,4,2021-08-12,0.09,1,359,0,
12328915,Charming house close to Stockholm.,53959406,Madeleine,,Bromma,59.32336,17.95211,Entire home/apt,2800,5,4,2022-08-26,0.06,1,358,2,
12382242,Large Sunny Room in Kristineberg,66925518,Anita,,Kungsholmens,59.33646,17.99869,Private room,390,3,78,2018-04-18,1.03,1,0,0,
12449784,Stylish & quiet apartment. No cleaning fees!,67356754,Jenny,,Hägersten-Liljeholmens,59.29285,17.99254,Entire home/apt,600,2,53,2022-08-17,1.24,1,22,17,
12462178,Large 30 sqm room with toilet,1724256,Armin,,Rinkeby-Tensta,59.39643,17.93975,Private room,500,60,4,2022-08-31,0.31,4,267,3,
12462453,Furnished room for renting,67439327,Ben,,Östermalms,59.35436,18.09047,Entire home/apt,4999,1,0,,,1,0,0,
